Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
19665685,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0805099794""","=""9780805099799""",4,4.15,Henry Holt and Co.,Kindle Edition,326,2014,2014,2020/04/18,2017/09/17,,,read,,,,1,0
41014339,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance",Alex  Hutchinson,"Hutchinson, Alex",,"=""""","=""""",3,4.12,Custom House,Kindle Edition,333,2018,2018,2020/04/05,2018/02/06,,,read,,,,1,0
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609455878""","=""9781609455873""",0,3.85,Europa Editions,Hardcover,430,2020,2008,,2020/03/27,to-read,to-read (#123),to-read,,,,0,0
38799469,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",4,4.41,Vintage,Kindle Edition,353,2018,2018,2020/01/22,2020/01/18,,,read,,,,1,0
43984883,"Olive, Again (Olive Kitteridge, #2)",Elizabeth Strout,"Strout, Elizabeth",,"=""0812996542""","=""9780812996548""",0,4.12,Random House,Hardcover,289,2019,2019,,2020/03/21,to-read,to-read (#122),to-read,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",0,4.11,Harper Perennial,Paperback,314,2009,1984,,2020/03/19,to-read,to-read (#121),to-read,,,,0,0
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Kjell Risvik, Carlos Marrodán Casas","=""140003468X""","=""9781400034680""",0,3.94,Vintage International,Paperback,348,2003,1985,,2020/03/19,to-read,to-read (#120),to-read,,,,0,0
43996589,The Water Dancer,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0399590609""","=""9780399590603""",5,4.06,One World,Kindle Edition,416,2019,2019,2020/03/19,2020/02/26,,,read,,,,1,0
46207678,The Regrets,Amy Bonnaffons,"Bonnaffons, Amy",,"=""0316516163""","=""9780316516167""",0,3.19,"Little, Brown and Company",Hardcover,296,2020,2020,,2020/03/05,to-read,to-read (#119),to-read,,,,0,0
189989,Finite and Infinite Games: A Vision of Life as Play and Possibility,James P. Carse,"Carse, James P.",,"=""0345341848""","=""9780345341846""",0,3.73,Ballantine,Mass Market Paperback,180,1987,1986,,2020/03/05,to-read,to-read (#118),to-read,,,,0,0
934378,"I Heard You Paint Houses: Frank ""The Irishman"" Sheeran & Closing the Case on Jimmy Hoffa",Charles Brandt,"Brandt, Charles",,"=""1586420895""","=""9781586420895""",0,4.12,Steerforth Press,Paperback,309,2005,2004,,2020/02/29,to-read,to-read (#117),to-read,,,,0,0
42111754,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""""","=""""",4,4.02,Penguin Press,ebook,246,2019,2019,2020/02/26,2020/02/02,,,read,,,,1,0
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,"=""0525510540""","=""9780525510543""",0,4.02,Random House,Hardcover,303,2019,2019,,2020/02/24,to-read,to-read (#116),to-read,,,,0,0
31950871,Men Without Women,Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Ted Goossen","=""""","=""""",4,3.74,Vintage,ebook,242,2017,2014,2020/02/15,2020/02/05,,,read,,,,1,0
18162555,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""""","=""""",4,3.89,Grove Press,Kindle Edition,417,2007,1980,2020/02/05,2020/01/03,,,read,,,,1,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.31,Orbit,Paperback,561,2011,2011,,2020/02/01,to-read,to-read (#115),to-read,,,,0,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.23,Avon,Mass Market Paperback,1152,2002,1999,,2020/02/01,to-read,to-read (#114),to-read,,,,0,0
45359011,"Freeman's: California (Freeman's, 6)",John   Freeman,"Freeman, John",,"=""0802147879""","=""9780802147875""",0,4.12,Grove Press,Paperback,304,2019,,,2020/01/22,to-read,to-read (#113),to-read,,,,0,0
43419431,Dune (Dune #1),Frank Herbert,"Herbert, Frank",,"=""""","=""""",5,4.29,Ace,Kindle Edition,883,2018,1965,2020/01/18,2016/03/13,,,read,,,,1,0
18626849,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""""","=""""",4,4.25,Vintage,Kindle Edition,285,2010,2002,2019/12/31,2019/12/01,,,read,,,,1,0
50196744,Know My Name,Chanel Miller,"Miller, Chanel",,"=""0735223718""","=""9780735223714""",0,4.69,Viking,ebook,384,2019,2019,,2019/10/01,to-read,to-read (#108),to-read,,,,0,0
37798194,There There,Tommy Orange,"Orange, Tommy",,"=""""","=""""",4,3.97,Vintage,Kindle Edition,293,2018,2018,2019/12/10,2019/06/24,,,read,,,,1,0
43565369,The Topeka School,Ben Lerner,"Lerner, Ben",,"=""0374277788""","=""9780374277789""",0,3.51,"Farrar, Straus and Giroux",Hardcover,282,2019,2019,,2019/12/01,to-read,to-read (#112),to-read,,,,0,0
39300019,gods with a little g,Tupelo Hassman,"Hassman, Tupelo",,"=""0374719543""","=""9780374719548""",0,3.80,"Farrar, Straus and Giroux",Kindle Edition,288,2019,2019,,2019/12/01,to-read,to-read (#111),to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2019/11/26,to-read,to-read (#110),to-read,,,,0,0
6553369,The New York Trilogy,Paul Auster,"Auster, Paul",,"=""1101199318""","=""9781101199312""",2,3.86,Penguin,Kindle Edition,390,1990,1987,2019/11/18,2019/05/24,,,read,,,,1,0
30308970,Swing Time,Zadie Smith,"Smith, Zadie",,"=""0399564314""","=""9780399564314""",3,3.56,Penguin Books,Kindle Edition,464,2016,2016,2019/10/14,2016/12/14,,,read,,,,1,0
19761389,The Painter,Peter Heller,"Heller, Peter",,"=""0385352085""","=""9780385352086""",0,3.83,Vintage,Kindle Edition,386,2014,2014,,2019/06/12,to-read,to-read (#109),to-read,,,,0,0
43197389,High School,Tegan Quin,"Quin, Tegan",Sara Quin,"=""0374169942""","=""9780374169947""",0,4.28,MCD,Hardcover,384,2019,2019,,2019/09/27,to-read,to-read (#107),to-read,,,,0,0
28251250,White Noise,Don DeLillo,"DeLillo, Don",,"=""0143129554""","=""9780143129554""",0,3.86,Penguin Classics,Paperback,320,2016,1985,,2019/09/12,to-read,to-read (#106),to-read,,,,0,0
38530946,The Incomplete Book of Running,Peter Sagal,"Sagal, Peter",,"=""1451696248""","=""9781451696240""",0,3.85,Simon & Schuster,Hardcover,197,2018,2018,,2019/09/05,to-read,to-read (#105),to-read,,,,0,0
25065629,Hunger Makes Me a Modern Girl,Carrie Brownstein,"Brownstein, Carrie",,"=""1594486638""","=""9781594486630""",0,3.83,Riverhead Books,Hardcover,244,2015,2015,,2019/09/05,to-read,to-read (#104),to-read,,,,0,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",4,4.28,Doubleday,Hardcover,720,2015,2015,2019/09/04,2019/05/24,,,read,,,,1,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,4.03,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,,2019/08/22,to-read,to-read (#103),to-read,,,,0,0
32440109,"A Plea for the Animals: The Moral, Philosophical, and Evolutionary Imperative to Treat All Beings with Compassion",Matthieu Ricard,"Ricard, Matthieu",,"=""0834840545""","=""9780834840546""",0,4.40,Shambhala,Kindle Edition,353,2016,2014,,2019/08/16,to-read,to-read (#102),to-read,,,,0,0
37544763,They Can't Kill Us Until They Kill Us,Hanif Abdurraqib,"Abdurraqib, Hanif",,"=""1937512665""","=""9781937512668""",4,4.55,Two Dollar Radio,Kindle Edition,180,2017,2017,2019/07/11,2019/05/05,,,read,,,,1,0
40216324,The River,Peter Heller,"Heller, Peter",,"=""0525521879""","=""9780525521877""",4,3.85,Knopf,Hardcover,253,2019,2019,2019/06/12,2019/05/24,,,read,,,,1,0
12086102,Einstein's Dreams,Alan Lightman,"Lightman, Alan",,"=""""","=""""",3,4.06,Vintage,Kindle Edition,174,2011,1993,2019/06/02,2019/05/24,,,read,,,,1,0
40642458,The Second Mountain,David  Brooks,"Brooks, David",,"=""0812993268""","=""9780812993264""",0,3.76,Random House,Hardcover,384,2019,2019,,2019/06/08,to-read,to-read (#101),to-read,,,,0,0
29906980,Lincoln in the Bardo,George Saunders,"Saunders, George",,"=""0812995341""","=""9780812995343""",5,3.75,Random House,Hardcover,368,2017,2017,2017/03/29,2017/02/13,favorites,favorites (#6),read,,,,1,0
36739329,The Great Believers,Rebecca Makkai,"Makkai, Rebecca",,"=""""","=""""",0,4.29,Viking,Hardcover,421,2018,2018,,2019/05/24,to-read,to-read (#100),to-read,,,,0,0
9850443,The Sisters Brothers,Patrick deWitt,"deWitt, Patrick",,"=""0062041266""","=""9780062041265""",0,3.85,Ecco,Hardcover,328,2011,2011,,2019/05/24,to-read,to-read (#99),to-read,,,,0,0
7495987,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",5,4.25,Back Bay Books,Kindle Edition,1079,2009,1996,2019/05/23,2019/01/21,,,read,,,,1,0
24375664,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",4,4.40,Tor Books,Kindle Edition,513,2015,2008,2018/07/24,2018/05/30,,,read,,,,1,0
38466672,"The Story of the Lost Child (The Neapolitan Novels, #4)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,4.46,Europa Editions,Kindle Edition,482,2020,2014,2019/01/28,2017/08/11,,,read,,,,1,0
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,Jim Collins,"Collins, Jim",,"=""0066620996""","=""9780066620992""",0,4.12,Harper Business,Hardcover,300,2001,2001,,2019/03/11,to-read,to-read (#98),to-read,,,,0,0
41975945,Future Ethics,Cennydd Bowles,"Bowles, Cennydd",Alan Cooper,"=""1999601920""","=""9781999601928""",0,4.30,NowNext Press,Kindle Edition,228,2018,2018,,2019/01/28,to-read,to-read (#97),to-read,,,,0,0
13838,A Place of My Own: The Education of an Amateur Builder,Michael Pollan,"Pollan, Michael",,"=""0385319908""","=""9780385319904""",0,3.86,Dell,Paperback,320,1998,1997,,2019/01/07,to-read,to-read (#96),to-read,,,,0,0
23156040,"Those Who Leave and Those Who Stay (Neapolitan Novels, #3)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,4.36,Europa Editions,Paperback,418,2014,2013,2019/01/05,2017/08/11,,,read,,,,1,0
38465292,The Story of a New Name (Neapolitan Novels #2),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,4.46,Europa Editions,Kindle Edition,571,2020,2012,2018/12/25,2017/08/11,,,read,,,,1,0
38457091,"My Brilliant Friend (Neapolitan Novels, #1)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,4.05,Europa Editions,Kindle Edition,387,2020,2011,2018/12/09,2017/08/11,,,read,,,,1,0
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",0,4.15,Random House,Hardcover,372,2018,2018,,2018/12/01,to-read,to-read (#95),to-read,,,,0,0
37941840,The End of the End of the Earth: Essays,Jonathan Franzen,"Franzen, Jonathan",,"=""0374147930""","=""9780374147938""",0,3.49,"Farrar, Straus and Giroux",Hardcover,230,2018,2018,,2018/12/01,to-read,to-read (#94),to-read,,,,0,0
9618721,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,Amir Levine,"Levine, Amir",Rachel Heller,"=""1101475161""","=""9781101475164""",0,4.13,Tarcher,Kindle Edition,303,2010,2010,,2018/11/23,to-read,to-read (#93),to-read,,,,0,0
35173502,The Sum of Small Things: A Theory of the Aspirational Class,Elizabeth Currid-Halkett,"Currid-Halkett, Elizabeth",,"=""""","=""""",3,3.65,Princeton University Press,Kindle Edition,261,2017,2017,2018/11/23,2018/04/24,,,read,,,,1,0
34530151,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""""","=""""",3,4.45,Walker Books,Paperback,438,2017,2017,2018/11/18,2018/08/09,,,read,,,,1,0
8192659,Consider the Lobster and Other Essays,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",4,4.18,"Little, Brown and Company",Kindle Edition,505,2005,2005,2018/11/04,2018/09/23,,,read,,,,1,0
4722934,The Life You Can Save: Acting Now to End World Poverty,Peter Singer,"Singer, Peter",,"=""1400067103""","=""9781400067107""",4,4.15,Random House (NY),Hardcover,224,2009,2009,2018/10/21,2016/08/10,,,read,,,,1,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",5,4.34,Grand Central Publishing,Kindle Edition,496,2017,2017,2018/09/22,2018/03/18,,,read,,,,1,0
37506348,Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,"Giridharadas, Anand",,"=""0451493249""","=""9780451493248""",0,4.13,Knopf,Hardcover,288,2018,2018,,2018/08/31,to-read,to-read (#92),to-read,,,,0,0
24611937,"Strangers Drowning: Grappling with Impossible Idealism, Drastic Choices, and the Overpowering Urge to Help",Larissa MacFarquhar,"MacFarquhar, Larissa",,"=""1594204330""","=""9781594204333""",0,3.91,Penguin Press,Hardcover,336,2015,2015,,2018/08/30,to-read,to-read (#91),to-read,,,,0,0
23398748,Doing Good Better: How Effective Altruism Can Help You Make a Difference,William MacAskill,"MacAskill, William",,"=""1592409105""","=""9781592409105""",4,4.18,Avery,Hardcover,272,2015,2015,2018/08/23,2018/08/12,,,read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",3,4.37,Beacon Press,Paperback,165,2006,1946,2018/08/12,2016/03/17,,,read,,,,1,0
36323162,The Doomsday Machine: Confessions of a Nuclear War Planner,Daniel Ellsberg,"Ellsberg, Daniel",,"=""1608196747""","=""9781608196746""",0,4.21,Bloomsbury USA,Kindle Edition,425,2017,2017,,2018/03/14,to-read,to-read (#90),to-read,,,,0,0
25735618,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",4,4.41,Tor Books,Kindle Edition,605,2016,2010,2018/08/05,2018/07/01,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",4,4.08,Tor Books,Hardcover,472,2014,2006,2018/06/24,2017/07/20,,,read,,,,1,0
35959979,On Doing Nothing: Finding Inspiration in Idleness,Roman Muradov,"Muradov, Roman",,"=""1452164266""","=""9781452164267""",0,3.74,Chronicle Books,Hardcover,104,2018,2018,,2018/06/17,to-read,to-read (#89),to-read,,,,0,0
35064848,An American Marriage,Tayari Jones,"Jones, Tayari",,"=""1616207604""","=""9781616207601""",4,3.93,Algonquin Books,Kindle Edition,367,2018,2018,2018/05/20,2018/05/02,,,read,,,,1,0
38212988,Less,Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",3,3.62,Hachette Book Group,ebook,272,2017,2017,2018/05/10,2018/04/16,,,read,,,,1,0
87280,Too Loud a Solitude,Bohumil Hrabal,"Hrabal, Bohumil",Michael Henry Heim,"=""0349102627""","=""9780349102627""",0,3.98,Abacus,Paperback,112,1993,1976,,2018/04/19,to-read,to-read (#88),to-read,,,,0,0
20562717,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""""","=""""",3,4.52,DAW,Kindle Edition,696,2007,2007,2018/04/16,2018/01/27,,,read,,,,1,0
33381433,We Are Never Meeting in Real Life.,Samantha Irby,"Irby, Samantha",,"=""1101912197""","=""9781101912195""",0,3.89,Knopf Doubleday Publishing Group,Paperback,275,2017,2017,,2018/03/21,to-read,to-read (#87),to-read,,,,0,0
25228177,The Sympathizer,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""""","=""""",4,4.01,Grove Press,Kindle Edition,384,2015,2015,2018/03/10,2017/12/10,,,read,,,,1,0
20492604,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""""","=""""",4,4.38,Atria Books,ebook,353,2014,2012,2018/01/25,2017/10/14,,,read,,,,1,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2018/01/17,to-read,to-read (#86),to-read,,,,0,0
28333962,Imagine Me Gone,Adam Haslett,"Haslett, Adam",,"=""""","=""""",4,3.69,"Little, Brown and Company",ebook,,2016,2016,2017/12/31,2017/12/10,,,read,,,,1,0
31948742,Born a Crime: Stories from a South African Childhood (One World Essentials),Trevor Noah,"Noah, Trevor",,"=""""","=""""",4,4.49,One World,Kindle Edition,264,2016,2016,2017/12/17,2018/01/03,,,read,,,,1,0
23546676,Digital Gold: Bitcoin and the Inside Story of the Misfits and Millionaires Trying to Reinvent Money,Nathaniel Popper,"Popper, Nathaniel",,"=""0062362496""","=""9780062362490""",0,4.14,Harper,Hardcover,416,2015,2015,,2017/12/24,to-read,to-read (#85),to-read,,,,0,0
29936927,The Best We Could Do,Thi Bui,"Bui, Thi",,"=""1419718770""","=""9781419718779""",0,4.35,Abrams ComicArts,Hardcover,329,2017,2017,,2017/12/10,to-read,to-read (#84),to-read,,,,0,0
24611840,"Believe Me: A Memoir of Love, Death, and Jazz Chickens",Eddie Izzard,"Izzard, Eddie",,"=""1611764696""","=""9781611764697""",0,3.86,Penguin Audio,Audio CD,15,2017,2017,,2017/12/10,to-read,to-read (#83),to-read,,,,0,0
25622752,Between You & Me: Confessions of a Comma Queen,Mary Norris,"Norris, Mary",,"=""0393352145""","=""9780393352146""",0,3.61,W. W. Norton & Company,Paperback,240,2016,2015,,2017/12/09,to-read,to-read (#82),to-read,,,,0,0
365,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,3.97,Pocket Books,Mass Market Paperback,306,2002,1987,,2017/12/02,to-read,to-read (#81),to-read,,,,0,0
36681071,"The Salmon of Doubt: Hitchhiking the Galaxy One Last Time (Dirk Gently, #3)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,3.94,Del Rey,Kindle Edition,336,2005,2002,,2017/12/02,to-read,to-read (#80),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",5,4.12,Harper,Mass Market Paperback,417,2003,1967,2017/11/22,2017/09/06,,,read,,,,1,0
4030991,Shoe Dog,Phil Knight,"Knight, Phil",,"=""1501135937""","=""9781501135934""",4,4.46,Scribner,Kindle Edition,402,2016,2016,2017/11/15,2016/12/12,,,read,,,,1,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.22,Harper Business,Paperback,320,2006,1984,,2017/11/06,to-read,to-read (#79),to-read,,,,0,0
360,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,3.96,Ballantine / Del Rey / Fawcett / Ivy,Mass Market Paperback,240,2000,1992,2014/01/01,2014/04/30,,,read,,,,1,0
8698,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""0330491237""","=""9780330491235""",4,4.08,Non Basic Stock Line,Paperback,167,2002,1984,2014/01/01,2014/03/12,,,read,,,,1,0
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",3,4.16,Random House Worlds,Paperback,224,1997,1982,2014/01/01,2014/02/26,,,read,,,,1,0
8695,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.20,Del Rey,Paperback,250,2005,1980,2014/01/01,2014/01/30,,,read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,2014/01/01,2014/01/24,favorites,favorites (#4),read,,,,1,0
19120728,Run or Die,Kilian Jornet,"Jornet, Kilian",,"=""193771635X""","=""9781937716356""",3,3.61,VeloPress Books,Kindle Edition,193,2025,2011,2017/10/01,2017/06/21,,,read,,,,1,0
6753,Brief Interviews with Hideous Men,David Foster Wallace,"Wallace, David Foster",,"=""034911188X""","=""9780349111889""",0,3.83,Abacus,Paperback,273,2000,1999,,2017/09/27,to-read,to-read (#78),to-read,,,,0,0
10756240,Telegraph Avenue,Michael Chabon,"Chabon, Michael",,"=""0061493341""","=""9780061493348""",0,3.40,HarperCollins,Hardcover,465,2012,2012,,2017/09/19,to-read,to-read (#77),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.34,Vintage,Paperback,512,2015,2011,2017/09/17,2017/07/06,,,read,,,,1,0
23995360,Superforecasting: The Art and Science of Prediction,Philip E. Tetlock,"Tetlock, Philip E.",Dan Gardner,"=""0804136696""","=""9780804136693""",0,4.08,Crown,Hardcover,352,2015,2015,,2017/09/06,to-read,to-read (#76),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",5,4.41,Random House,Kindle Edition,208,2016,2016,2017/09/05,2017/08/25,,,read,,,,1,0
34312042,A Beautiful Work In Progress,Mirna Valerio,"Valerio, Mirna",,"=""1503998401""","=""9781503998407""",0,3.76,Grand Harbor Press,Kindle Edition,336,2017,2017,,2017/09/01,to-read,to-read (#75),to-read,,,,0,0
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,"=""""","=""""",4,4.52,The New Press Inc.,Hardcover,290,2010,2010,2017/07/28,2016/12/22,,,read,,,,1,0
26795307,Moonglow,Michael Chabon,"Chabon, Michael",,"=""0062225553""","=""9780062225559""",4,3.80,Harper,Hardcover,430,2016,2016,2016/11/30,2016/11/12,,,read,,,,1,0
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""""","=""""",4,3.84,Harper,Hardcover,264,2016,2016,2017/01/13,2016/11/13,,,read,,,,1,0
18803640,H is for Hawk,Helen Macdonald,"Macdonald, Helen",,"=""0224097008""","=""9780224097000""",4,3.74,Grove Press,Hardcover,300,2014,2014,2016/07/19,2016/07/19,,,read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",3,4.25,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,2016/07/28,2016/07/28,,,read,,,,1,0
21398139,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",4,3.87,Knopf,ebook,352,2014,2013,2017/05/17,2017/03/28,,,read,,,,1,0
18302455,"The Circle (The Circle, #1)",Dave Eggers,"Eggers, Dave",,"=""""","=""""",3,3.43,Knopf,Hardcover,493,2013,2013,2017/05/01,2017/04/20,,,read,,,,1,0
28214468,Commonwealth,Ann Patchett,"Patchett, Ann",,"=""0062491814""","=""9780062491817""",4,3.83,Harper,Kindle Edition,352,2016,2016,2017/08/02,2016/12/07,,,read,,,,1,0
34845310,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""""","=""""",4,3.72,Harper,Kindle Edition,435,,2007,2017/08/11,2016/01/06,,,read,,,,1,0
12543,Bird by Bird,Anne Lamott,"Lamott, Anne",,"=""""","=""""",0,4.24,Anchor,Paperback,238,1995,1994,,2017/07/10,to-read,to-read (#74),to-read,,,,0,0
5548,What Do You Care What Other People Think? Further Adventures of a Curious Character,Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393320928""","=""9780393320923""",0,4.19,W.W. Norton & Company,Paperback,256,2001,1988,,2017/07/09,to-read,to-read (#73),to-read,,,,0,0
18334356,The Shape of Design,Frank Chimero,"Chimero, Frank",Liz Danzico,"=""0985472219""","=""9780985472214""",0,3.90,Likemind,ebook,,2012,2012,,2015/05/29,to-read,to-read (#8),to-read,,,,0,0
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"Pinker, Steven",,"=""0142003344""","=""9780142003343""",0,4.09,Penguin Books,Paperback,560,2003,2002,,2017/06/20,to-read,to-read (#72),to-read,,,,0,0
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",4,4.06,Dell Publishing,Paperback,303,1999,1973,,2016/07/19,,,read,,,,1,0
31752980,The Physics of Everyday Things: The Extraordinary Science Behind an Ordinary Day,James Kakalios,"Kakalios, James",,"=""0770437737""","=""9780770437732""",0,3.34,Crown,Hardcover,256,2017,2017,,2017/05/16,to-read,to-read (#71),to-read,,,,0,0
8875385,"Hardcore Zen: Punk Rock, Monster Movies and the Truth About Reality",Brad Warner,"Warner, Brad",,"=""""","=""""",0,4.02,,Kindle Edition,231,,1994,,2017/04/26,to-read,to-read (#70),to-read,,,,0,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.16,Grand Central Publishing,Hardcover,296,2016,2016,,2017/04/19,to-read,to-read (#69),to-read,,,,0,0
3860977,How We Decide,Jonah Lehrer,"Lehrer, Jonah",,"=""0618620117""","=""9780618620111""",0,3.85,Houghton Mifflin Company,Hardcover,259,2009,2009,,2017/03/19,to-read,to-read (#68),to-read,,,,0,0
54754,Can't Stop Won't Stop: A History of the Hip-Hop Generation,Jeff Chang,"Chang, Jeff",D.J. Kool Herc,"=""0312425791""","=""9780312425791""",0,4.14,Picador,Paperback,546,2005,2005,,2017/03/17,to-read,to-read (#67),to-read,,,,0,0
1491906,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,Sudhir Venkatesh,"Venkatesh, Sudhir",,"=""1594201501""","=""9781594201509""",0,4.07,Penguin Press,Hardcover,302,2008,2008,,2017/03/12,to-read,to-read (#66),to-read,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",5,4.40,Spiegel & Grau,Hardcover,152,2015,2015,2017/02/01,2016/01/07,,,read,,,,1,0
28818921,Difficult Women,Roxane Gay,"Gay, Roxane",,"=""0802125395""","=""9780802125392""",0,3.95,Grove Press,Hardcover,260,2017,2017,,2017/03/02,to-read,to-read (#65),to-read,,,,0,0
